device_id,UTC_datetime,UTC_date,UTC_time,datatype,satcount,U_bat_mV,bat_soc_pct,solar_I_mA,hdop,Latitude,Longitude,Altitude_m,speed_km_h,direction_deg,temperature_C,altimeter_m,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,flightSession
171010,2018-06-29 09:13:44,2018-06-29,09:13:44,GPS,7,4147,100,0,1.4,44.801529,1.61181,272,0,31,27,270,694,426,465,31,-12,1032,
171010,2018-06-29 09:13:44,2018-06-29,09:13:44,SENSORS,,,,,,,,,,,27,270,689,428,467,47,-13,1042,
171010,2018-06-29 09:13:45,2018-06-29,09:13:45,GPS,7,4139,98,0,1.2,44.801529,1.611808,272,0,337,27,269,695,422,461,29,-7,1034,
171010,2018-06-29 09:13:45,2018-06-29,09:13:45,SENSORS,,,,,,,,,,,27,270,694,426,463,31,-5,1045,
171010,2018-06-29 09:13:46,2018-06-29,09:13:46,GPS,7,4139,98,0,1.2,44.801533,1.611807,272,0,307,27,269,691,425,465,32,-16,1037,
171010,2018-06-29 09:13:46,2018-06-29,09:13:46,SENSORS,,,,,,,,,,,27,270,693,426,469,47,-14,1042,
171010,2018-06-29 09:13:47,2018-06-29,09:13:47,GPS,7,4142,99,0,1.2,44.801533,1.611808,271,0,337,27,271,694,422,461,35,-14,1041,
171010,2018-06-29 09:13:47,2018-06-29,09:13:47,SENSORS,,,,,,,,,,,27,272,691,425,471,31,-16,1040,
171010,2018-06-29 09:13:48,2018-06-29,09:13:48,GPS,7,4139,98,1,1.2,44.801537,1.611807,271,0,1,27,269,696,423,464,36,-16,1028,
171010,2018-06-29 09:13:48,2018-06-29,09:13:48,SENSORS,,,,,,,,,,,27,270,691,429,464,47,-14,1048,
171010,2018-06-29 09:13:49,2018-06-29,09:13:49,GPS,7,4136,98,0,1.4,44.801537,1.611807,271,0,356,27,271,692,427,461,28,-14,1036,
171010,2018-06-29 09:13:49,2018-06-29,09:13:49,SENSORS,,,,,,,,,,,27,272,693,424,469,31,-20,1039,
171010,2018-06-29 09:13:50,2018-06-29,09:13:50,GPS,7,4133,97,0,1.4,44.80154,1.611805,271,0,344,27,269,695,425,461,33,-6,1036,
171010,2018-06-29 09:13:50,2018-06-29,09:13:50,SENSORS,,,,,,,,,,,27,270,692,427,478,47,-11,1043,
171010,2018-06-29 09:13:51,2018-06-29,09:13:51,GPS,7,4144,99,0,1.2,44.801537,1.611803,271,0,343,27,270,695,432,457,30,-14,1038,
171010,2018-06-29 09:13:51,2018-06-29,09:13:51,SENSORS,,,,,,,,,,,27,271,699,430,468,47,-10,1044,
171010,2018-06-29 09:13:52,2018-06-29,09:13:52,GPS,7,4131,97,1,1.2,44.801537,1.611802,271,0,338,27,269,700,429,470,31,-4,1039,
171010,2018-06-29 09:13:52,2018-06-29,09:13:52,SENSORS,,,,,,,,,,,27,270,699,428,472,31,-10,1037,
171010,2018-06-29 09:13:53,2018-06-29,09:13:53,GPS,7,4133,97,0,1.2,44.801537,1.611802,271,0,346,27,269,699,428,473,24,-8,1027,
171010,2018-06-29 09:13:53,2018-06-29,09:13:53,SENSORS,,,,,,,,,,,27,270,697,428,476,47,-4,1036,
171010,2018-06-29 09:13:54,2018-06-29,09:13:54,GPS,7,4139,98,0,1.4,44.801537,1.611798,271,0,245,27,268,699,428,471,34,-6,1036,
171010,2018-06-29 09:13:54,2018-06-29,09:13:54,SENSORS,,,,,,,,,,,27,269,695,429,468,31,-21,1032,
171010,2018-06-29 09:13:55,2018-06-29,09:13:55,GPS,7,4136,98,0,1.2,44.801537,1.611797,271,0,310,27,269,695,429,479,34,-11,1036,
171010,2018-06-29 09:13:55,2018-06-29,09:13:55,SENSORS,,,,,,,,,,,27,270,702,427,475,47,-19,1024,
171010,2018-06-29 09:13:56,2018-06-29,09:13:56,GPS,7,4133,97,0,1.2,44.801537,1.611795,271,0,300,27,270,697,429,469,30,-9,1029,
171010,2018-06-29 09:13:56,2018-06-29,09:13:56,SENSORS,,,,,,,,,,,27,271,694,426,464,31,-7,1048,
171010,2018-06-29 09:13:57,2018-06-29,09:13:57,GPS,7,4133,97,0,1.2,44.801537,1.611795,271,0,339,27,270,693,424,462,33,-18,1045,
171010,2018-06-29 09:13:57,2018-06-29,09:13:57,SENSORS,,,,,,,,,,,27,271,695,427,477,34,5,1032,
171010,2018-06-29 09:13:58,2018-06-29,09:13:58,GPS,7,4139,98,0,1.2,44.801537,1.611793,271,0,240,27,268,692,424,465,26,-23,1039,
171010,2018-06-29 09:13:58,2018-06-29,09:13:58,SENSORS,,,,,,,,,,,27,269,690,425,466,47,-13,1032,
171010,2018-06-29 09:13:59,2018-06-29,09:13:59,GPS,7,4136,98,0,1.2,44.801537,1.611793,271,0,11,27,270,692,424,473,30,-11,1043,
171010,2018-06-29 09:13:59,2018-06-29,09:13:59,SENSORS,,,,,,,,,,,27,271,691,424,464,47,-20,1040,
171010,2018-06-29 09:14:00,2018-06-29,09:14:00,GPS,7,4139,98,0,1.4,44.801537,1.611792,271,0,168,27,269,697,428,465,33,-16,1036,
171010,2018-06-29 09:14:00,2018-06-29,09:14:00,SENSORS,,,,,,,,,,,27,270,693,424,468,47,-16,1039,
171010,2018-06-29 09:14:01,2018-06-29,09:14:01,GPS,7,4136,98,0,1.2,44.801537,1.61179,271,0,349,27,269,697,421,461,36,2,1023,
171010,2018-06-29 09:14:01,2018-06-29,09:14:01,SENSORS,,,,,,,,,,,27,270,693,424,468,31,-22,1028,
171010,2018-06-29 09:14:02,2018-06-29,09:14:02,GPS,7,4142,99,0,1.4,44.801533,1.611788,271,0,231,27,270,688,423,463,38,-14,1029,
171010,2018-06-29 09:14:02,2018-06-29,09:14:02,SENSORS,,,,,,,,,,,27,271,695,427,460,47,-11,1039,
171010,2018-06-29 09:14:03,2018-06-29,09:14:03,GPS,7,4142,99,0,1.2,44.801533,1.611787,272,0,77,27,270,699,423,461,34,-11,1033,
171010,2018-06-29 09:14:03,2018-06-29,09:14:03,SENSORS,,,,,,,,,,,27,271,694,419,476,47,-20,1028,
171010,2018-06-29 09:14:04,2018-06-29,09:14:04,GPS,7,4142,99,0,1.2,44.801533,1.611783,272,0,153,27,268,690,425,467,37,-11,1042,
171010,2018-06-29 09:14:04,2018-06-29,09:14:04,SENSORS,,,,,,,,,,,27,269,695,425,462,31,-16,1033,
171010,2018-06-29 09:14:05,2018-06-29,09:14:05,GPS,7,4139,98,0,1.2,44.801533,1.611782,272,0,341,27,268,697,428,461,29,-9,1044,
171010,2018-06-29 09:14:05,2018-06-29,09:14:05,SENSORS,,,,,,,,,,,27,269,695,425,462,31,-11,1035,
171010,2018-06-29 09:14:06,2018-06-29,09:14:06,GPS,7,4133,97,0,1.2,44.801529,1.61178,272,0,159,27,270,696,423,465,35,-16,1040,
171010,2018-06-29 09:14:06,2018-06-29,09:14:06,SENSORS,,,,,,,,,,,27,271,696,424,464,47,-8,1037,
171010,2018-06-29 09:14:07,2018-06-29,09:14:07,GPS,7,4139,98,0,1.2,44.801529,1.611778,272,0,208,27,268,692,425,464,28,-11,1029,
171010,2018-06-29 09:14:07,2018-06-29,09:14:07,SENSORS,,,,,,,,,,,27,269,693,421,458,31,-12,1033,
171010,2018-06-29 09:14:08,2018-06-29,09:14:08,GPS,7,4144,99,0,1.2,44.801525,1.611775,272,0,79,27,270,702,422,456,35,-14,1028,
171010,2018-06-29 09:14:08,2018-06-29,09:14:08,SENSORS,,,,,,,,,,,27,271,699,420,467,47,-3,1047,
171010,2018-06-29 09:14:09,2018-06-29,09:14:09,GPS,7,4142,99,1,1.2,44.801525,1.611775,272,0,124,27,269,696,421,465,34,-13,1042,
171010,2018-06-29 09:14:09,2018-06-29,09:14:09,SENSORS,,,,,,,,,,,27,270,699,422,463,47,-11,1038,
171010,2018-06-29 09:14:10,2018-06-29,09:14:10,GPS,8,4139,98,0,1.2,44.801525,1.611773,273,0,312,27,269,695,423,461,33,-12,1035,
171010,2018-06-29 09:14:10,2018-06-29,09:14:10,SENSORS,,,,,,,,,,,27,270,692,425,462,47,-18,1038,
171010,2018-06-29 09:14:11,2018-06-29,09:14:11,GPS,8,4139,98,1,1.2,44.801525,1.611772,273,0,124,27,270,698,420,463,39,5,1024,
171010,2018-06-29 09:14:11,2018-06-29,09:14:11,SENSORS,,,,,,,,,,,27,271,693,421,458,47,-9,1032,
171010,2018-06-29 09:14:12,2018-06-29,09:14:12,GPS,8,4139,98,1,1.2,44.801525,1.611772,273,0,11,27,269,695,422,460,35,-12,1034,
171010,2018-06-29 09:14:12,2018-06-29,09:14:12,SENSORS,,,,,,,,,,,27,270,694,421,457,31,-5,1032,
171010,2018-06-29 09:14:13,2018-06-29,09:14:13,GPS,8,4142,99,1,1.3,44.801525,1.61177,273,0,186,27,269,692,426,466,32,-4,1040,
171010,2018-06-29 09:14:13,2018-06-29,09:14:13,SENSORS,,,,,,,,,,,27,270,695,423,461,31,-20,1033,
171010,2018-06-29 09:14:14,2018-06-29,09:14:14,GPS,8,4142,99,1,1.2,44.801521,1.61177,273,0,145,27,269,695,419,463,28,-23,1047,
171010,2018-06-29 09:14:14,2018-06-29,09:14:14,SENSORS,,,,,,,,,,,27,270,692,420,461,47,-10,1029,
171010,2018-06-29 09:14:15,2018-06-29,09:14:15,GPS,8,4133,97,1,1.2,44.801521,1.611768,273,0,8,27,268,698,414,454,32,-22,1036,
171010,2018-06-29 09:14:15,2018-06-29,09:14:15,SENSORS,,,,,,,,,,,27,269,697,417,454,47,-5,1036,
171010,2018-06-29 09:14:16,2018-06-29,09:14:16,GPS,8,4139,98,1,1.3,44.801521,1.611768,273,0,1,27,269,694,421,468,33,-18,1037,
171010,2018-06-29 09:14:16,2018-06-29,09:14:16,SENSORS,,,,,,,,,,,27,270,699,423,460,31,-4,1030,
171010,2018-06-29 09:14:17,2018-06-29,09:14:17,GPS,8,4139,98,1,1.3,44.801521,1.611768,273,0,72,27,270,696,421,458,22,-10,1039,
171010,2018-06-29 09:14:17,2018-06-29,09:14:17,SENSORS,,,,,,,,,,,27,271,692,430,462,47,-17,1036,
171010,2018-06-29 09:14:18,2018-06-29,09:14:18,GPS,8,4133,97,0,1.3,44.801517,1.611768,273,0,274,27,270,691,418,461,36,-16,1042,
171010,2018-06-29 09:14:18,2018-06-29,09:14:18,SENSORS,,,,,,,,,,,27,268,692,423,463,47,-17,1040,
171010,2018-06-29 09:14:19,2018-06-29,09:14:19,GPS,8,4139,98,0,1.3,44.801517,1.611768,273,0,117,27,267,696,423,458,25,-15,1032,
171010,2018-06-29 09:14:19,2018-06-29,09:14:19,SENSORS,,,,,,,,,,,27,270,694,425,461,47,-23,1040,
171010,2018-06-29 09:14:20,2018-06-29,09:14:20,GPS,8,4136,98,1,1.3,44.801517,1.611767,273,0,233,27,269,691,425,455,23,-50,1045,
171010,2018-06-29 09:14:20,2018-06-29,09:14:20,SENSORS,,,,,,,,,,,27,270,688,421,463,47,-61,1049,
171010,2018-06-29 09:14:21,2018-06-29,09:14:21,GPS,8,4139,98,0,1.3,44.801517,1.611767,273,0,16,27,269,698,421,459,35,-14,1036,
171010,2018-06-29 09:14:21,2018-06-29,09:14:21,SENSORS,,,,,,,,,,,27,270,698,422,464,47,-12,1034,
171010,2018-06-29 09:14:22,2018-06-29,09:14:22,GPS,8,4136,98,0,1.3,44.801517,1.611767,273,0,237,27,270,698,418,468,33,-4,1021,
171010,2018-06-29 09:14:22,2018-06-29,09:14:22,SENSORS,,,,,,,,,,,27,271,697,427,458,47,-13,1030,
171010,2018-06-29 09:14:23,2018-06-29,09:14:23,GPS,8,4139,98,0,1.3,44.801517,1.611765,273,0,339,27,270,701,421,463,34,-7,1038,
171010,2018-06-29 09:14:23,2018-06-29,09:14:23,SENSORS,,,,,,,,,,,27,271,701,421,469,47,-22,1039,
171010,2018-06-29 09:14:24,2018-06-29,09:14:24,GPS,8,4139,98,0,1.3,44.801514,1.611765,272,0,334,27,269,699,426,473,34,-10,1044,
171010,2018-06-29 09:14:24,2018-06-29,09:14:24,SENSORS,,,,,,,,,,,27,270,699,423,467,31,-5,1039,
171010,2018-06-29 09:14:25,2018-06-29,09:14:25,GPS,8,4136,98,0,1.3,44.801514,1.611763,272,0,209,27,269,702,428,470,36,0,1035,
171010,2018-06-29 09:14:25,2018-06-29,09:14:25,SENSORS,,,,,,,,,,,27,270,702,422,454,31,-9,1041,
171010,2018-06-29 09:14:26,2018-06-29,09:14:26,GPS,8,4133,97,0,1.3,44.801514,1.611763,272,0,56,27,268,701,424,462,30,-4,1042,
171010,2018-06-29 09:14:26,2018-06-29,09:14:26,SENSORS,,,,,,,,,,,27,269,704,421,464,31,-22,1048,
171010,2018-06-29 09:14:27,2018-06-29,09:14:27,GPS,8,4139,98,0,1.3,44.801514,1.611762,272,0,272,27,270,697,421,470,31,-6,1031,
171010,2018-06-29 09:14:27,2018-06-29,09:14:27,SENSORS,,,,,,,,,,,27,271,699,420,469,47,-19,1049,
171010,2018-06-29 09:14:28,2018-06-29,09:14:28,GPS,8,4142,99,0,1.3,44.801514,1.611762,272,0,342,27,268,698,414,459,29,-6,1028,
171010,2018-06-29 09:14:28,2018-06-29,09:14:28,SENSORS,,,,,,,,,,,27,269,696,420,469,31,-17,1040,
171010,2018-06-29 09:14:29,2018-06-29,09:14:29,GPS,8,4133,97,0,1.3,44.801514,1.61176,272,0,319,27,270,697,417,463,31,-10,1041,
171010,2018-06-29 09:14:29,2018-06-29,09:14:29,SENSORS,,,,,,,,,,,27,271,704,424,458,47,-12,1038,
171010,2018-06-29 09:14:30,2018-06-29,09:14:30,GPS,8,4136,98,0,1.3,44.801514,1.61176,271,0,237,27,269,699,424,464,37,-3,1036,
171010,2018-06-29 09:14:30,2018-06-29,09:14:30,SENSORS,,,,,,,,,,,27,270,698,423,467,47,-10,1040,
171010,2018-06-29 09:14:31,2018-06-29,09:14:31,GPS,8,4136,98,0,1.3,44.801514,1.61176,271,0,137,27,268,698,431,475,35,-1,1037,
171010,2018-06-29 09:14:31,2018-06-29,09:14:31,SENSORS,,,,,,,,,,,27,269,698,427,471,47,-6,1035,
171010,2018-06-29 09:14:32,2018-06-29,09:14:32,GPS,8,4139,98,0,1.3,44.801514,1.611758,271,0,337,27,268,697,424,465,34,-8,1033,
171010,2018-06-29 09:14:32,2018-06-29,09:14:32,SENSORS,,,,,,,,,,,27,269,697,425,472,31,-20,1037,
171010,2018-06-29 09:14:33,2018-06-29,09:14:33,GPS,8,4142,99,0,1.3,44.801514,1.611758,271,0,317,27,269,700,424,476,31,-4,1039,
171010,2018-06-29 09:14:33,2018-06-29,09:14:33,SENSORS,,,,,,,,,,,27,270,700,427,473,47,-4,1039,
171010,2018-06-29 09:14:34,2018-06-29,09:14:34,GPS,8,4144,99,0,1.3,44.801514,1.611757,271,0,278,27,269,701,427,478,35,-8,1031,
171010,2018-06-29 09:14:34,2018-06-29,09:14:34,SENSORS,,,,,,,,,,,27,270,698,425,470,47,-6,1033,
171010,2018-06-29 09:14:35,2018-06-29,09:14:35,GPS,8,4142,99,0,1.3,44.80151,1.611757,271,0,23,27,270,700,428,473,28,-2,1034,
171010,2018-06-29 09:14:35,2018-06-29,09:14:35,SENSORS,,,,,,,,,,,27,271,696,427,470,31,-13,1036,
171010,2018-06-29 09:14:36,2018-06-29,09:14:36,GPS,8,4136,98,0,1.3,44.80151,1.611757,271,0,342,27,268,694,430,467,26,-12,1029,
171010,2018-06-29 09:14:36,2018-06-29,09:14:36,SENSORS,,,,,,,,,,,27,269,694,431,469,47,-3,1029,
171010,2018-06-29 09:14:37,2018-06-29,09:14:37,GPS,8,4142,99,0,1.3,44.80151,1.611757,271,0,178,27,267,693,437,465,41,-10,1039,
171010,2018-06-29 09:14:37,2018-06-29,09:14:37,SENSORS,,,,,,,,,,,27,268,692,437,460,47,-6,1039,
171010,2018-06-29 09:14:38,2018-06-29,09:14:38,GPS,8,4136,98,0,1.3,44.80151,1.611755,271,0,2,27,269,707,453,451,40,7,1031,
171010,2018-06-29 09:14:38,2018-06-29,09:14:38,SENSORS,,,,,,,,,,,27,270,712,429,462,33,2,1040,
171010,2018-06-29 09:14:39,2018-06-29,09:14:39,GPS,8,4139,98,1,1.3,44.80151,1.611755,271,0,241,27,269,705,432,466,42,13,1035,
171010,2018-06-29 09:14:39,2018-06-29,09:14:39,SENSORS,,,,,,,,,,,27,270,707,430,456,30,6,1039,
171010,2018-06-29 09:14:40,2018-06-29,09:14:40,GPS,8,4136,98,0,1.3,44.80151,1.611755,271,0,80,27,268,708,429,459,43,7,1019,
171010,2018-06-29 09:14:40,2018-06-29,09:14:40,SENSORS,,,,,,,,,,,27,269,702,428,467,31,-1,1041,
171010,2018-06-29 09:14:41,2018-06-29,09:14:41,GPS,8,4142,99,1,1.3,44.80151,1.611753,271,0,266,27,269,702,428,460,34,-11,1034,
171010,2018-06-29 09:14:41,2018-06-29,09:14:41,SENSORS,,,,,,,,,,,27,270,704,428,458,47,-5,1032,
171010,2018-06-29 09:14:42,2018-06-29,09:14:42,GPS,8,4136,98,1,1.3,44.80151,1.611753,271,0,14,27,269,700,425,458,44,-9,1046,
171010,2018-06-29 09:14:42,2018-06-29,09:14:42,SENSORS,,,,,,,,,,,27,270,707,427,455,47,-10,1037,
171010,2018-06-29 09:14:43,2018-06-29,09:14:43,GPS,8,4139,98,1,1.3,44.80151,1.611753,271,0,234,27,269,702,431,460,28,-12,1040,
171010,2018-06-29 09:14:43,2018-06-29,09:14:43,SENSORS,,,,,,,,,,,27,270,701,433,458,47,-13,1028,
171010,2018-06-29 09:14:44,2018-06-29,09:14:44,GPS,8,4139,98,1,1.3,44.80151,1.611753,271,0,295,27,269,700,431,454,33,-7,1044,
171010,2018-06-29 09:14:44,2018-06-29,09:14:44,SENSORS,,,,,,,,,,,27,270,701,427,457,47,-11,1023,
171010,2018-06-29 09:14:45,2018-06-29,09:14:45,GPS,8,4131,97,0,1.3,44.80151,1.611753,271,0,268,27,270,707,428,470,32,-7,1043,
171010,2018-06-29 09:14:45,2018-06-29,09:14:45,SENSORS,,,,,,,,,,,27,271,704,427,462,47,-1,1043,
171010,2018-06-29 09:14:46,2018-06-29,09:14:46,GPS,8,4133,97,1,1.3,44.80151,1.611752,271,0,320,27,268,700,429,463,35,-7,1030,
171010,2018-06-29 09:14:46,2018-06-29,09:14:46,SENSORS,,,,,,,,,,,27,269,706,427,469,47,-9,1048,
171010,2018-06-29 09:14:47,2018-06-29,09:14:47,GPS,8,4139,98,1,1.3,44.80151,1.611752,271,0,262,27,270,705,426,458,25,-10,1047,
171010,2018-06-29 09:14:47,2018-06-29,09:14:47,SENSORS,,,,,,,,,,,27,271,700,428,455,31,-16,1039,
171010,2018-06-29 09:14:48,2018-06-29,09:14:48,GPS,8,4136,98,0,1.3,44.80151,1.611752,271,0,56,27,269,705,429,458,35,-10,1032,
171010,2018-06-29 09:14:48,2018-06-29,09:14:48,SENSORS,,,,,,,,,,,27,270,705,425,453,47,-2,1036,
171010,2018-06-29 09:14:49,2018-06-29,09:14:49,GPS,8,4133,97,0,1.3,44.80151,1.611752,271,0,97,27,270,707,426,450,31,-4,1033,
171010,2018-06-29 09:14:49,2018-06-29,09:14:49,SENSORS,,,,,,,,,,,27,271,701,428,464,31,-10,1034,
171010,2018-06-29 09:14:50,2018-06-29,09:14:50,GPS,8,4136,98,1,1.3,44.80151,1.611752,271,0,279,27,267,704,428,460,37,4,1027,
171010,2018-06-29 09:14:50,2018-06-29,09:14:50,SENSORS,,,,,,,,,,,27,268,700,427,459,47,-8,1046,
171010,2018-06-29 09:14:51,2018-06-29,09:14:51,GPS,8,4139,98,0,1.3,44.80151,1.61175,271,0,140,27,270,696,430,454,28,-16,1033,
171010,2018-06-29 09:14:51,2018-06-29,09:14:51,SENSORS,,,,,,,,,,,27,271,701,432,462,47,-10,1038,
171010,2018-06-29 09:14:52,2018-06-29,09:14:52,GPS,8,4133,97,1,1.3,44.80151,1.61175,271,0,289,27,268,698,431,450,35,-9,1035,
171010,2018-06-29 09:14:52,2018-06-29,09:14:52,SENSORS,,,,,,,,,,,27,270,697,429,453,47,-10,1034,
171010,2018-06-29 09:14:53,2018-06-29,09:14:53,GPS,8,4136,98,0,1.3,44.80151,1.611748,271,0,122,27,269,703,430,464,36,-3,1031,
171010,2018-06-29 09:14:53,2018-06-29,09:14:53,SENSORS,,,,,,,,,,,27,270,701,428,457,31,-9,1029,
171010,2018-06-29 09:14:54,2018-06-29,09:14:54,GPS,8,4139,98,0,1.3,44.80151,1.611748,271,0,224,27,269,698,426,453,33,-13,1044,
171010,2018-06-29 09:14:54,2018-06-29,09:14:54,SENSORS,,,,,,,,,,,27,269,700,429,462,31,-9,1044,
171010,2018-06-29 09:14:55,2018-06-29,09:14:55,GPS,8,4142,99,1,1.3,44.80151,1.611748,271,0,34,27,268,700,428,461,36,-10,1030,
171010,2018-06-29 09:14:55,2018-06-29,09:14:55,SENSORS,,,,,,,,,,,27,268,703,430,458,47,-31,1044,
171010,2018-06-29 09:14:56,2018-06-29,09:14:56,GPS,8,4136,98,1,1.3,44.80151,1.611748,271,0,170,27,269,699,425,449,31,-9,1020,
171010,2018-06-29 09:14:56,2018-06-29,09:14:56,SENSORS,,,,,,,,,,,27,270,700,428,460,47,-6,1047,
171010,2018-06-29 09:14:57,2018-06-29,09:14:57,GPS,8,4142,99,1,1.3,44.80151,1.611747,271,0,352,27,269,700,425,450,33,-8,1043,
171010,2018-06-29 09:14:57,2018-06-29,09:14:57,SENSORS,,,,,,,,,,,27,270,701,430,458,47,-8,1033,
171010,2018-06-29 09:14:58,2018-06-29,09:14:58,GPS,8,4136,98,1,1.3,44.80151,1.611747,271,0,83,27,267,698,430,459,32,-9,1029,
171010,2018-06-29 09:14:58,2018-06-29,09:14:58,SENSORS,,,,,,,,,,,27,268,700,431,453,43,0,1040,
171010,2018-06-29 09:14:59,2018-06-29,09:14:59,GPS,8,4144,99,1,1.3,44.80151,1.611747,271,0,277,27,268,704,429,455,27,3,1038,
171010,2018-06-29 09:14:59,2018-06-29,09:14:59,SENSORS,,,,,,,,,,,27,269,701,428,464,47,-16,1031,
171010,2018-06-29 09:15:00,2018-06-29,09:15:00,GPS,8,4136,98,0,1.3,44.80151,1.611747,271,0,1,27,269,702,431,452,22,-6,1030,
171010,2018-06-29 09:15:00,2018-06-29,09:15:00,SENSORS,,,,,,,,,,,27,270,698,433,451,47,-7,1035,
171010,2018-06-29 09:15:01,2018-06-29,09:15:01,GPS,8,4133,97,1,1.3,44.80151,1.611745,271,0,307,27,268,698,432,454,35,-12,1026,
171010,2018-06-29 09:15:01,2018-06-29,09:15:01,SENSORS,,,,,,,,,,,27,269,701,431,462,47,-9,1033,
171010,2018-06-29 09:15:02,2018-06-29,09:15:02,GPS,8,4139,98,1,1.3,44.80151,1.611745,272,0,104,27,267,698,425,449,35,-11,1036,
171010,2018-06-29 09:15:02,2018-06-29,09:15:02,SENSORS,,,,,,,,,,,27,268,702,426,462,47,-8,1028,
171010,2018-06-29 09:15:03,2018-06-29,09:15:03,GPS,8,4136,98,0,1.3,44.80151,1.611745,272,0,352,27,267,696,432,457,24,-8,1039,
171010,2018-06-29 09:15:03,2018-06-29,09:15:03,SENSORS,,,,,,,,,,,27,268,697,433,461,47,-8,1037,
171010,2018-06-29 09:15:04,2018-06-29,09:15:04,GPS,8,4136,98,0,1.3,44.80151,1.611745,272,0,275,27,268,696,427,454,31,-11,1035,
171010,2018-06-29 09:15:04,2018-06-29,09:15:04,SENSORS,,,,,,,,,,,27,269,701,427,458,47,-10,1032,
171010,2018-06-29 09:15:05,2018-06-29,09:15:05,GPS,8,4133,97,0,1.3,44.80151,1.611745,272,0,247,27,269,699,426,464,27,-6,1037,
171010,2018-06-29 09:15:05,2018-06-29,09:15:05,SENSORS,,,,,,,,,,,27,270,697,425,462,47,-16,1036,
171010,2018-06-29 09:15:06,2018-06-29,09:15:06,GPS,8,4139,98,0,1.3,44.80151,1.611743,272,0,0,27,267,702,433,459,24,-2,1036,
171010,2018-06-29 09:15:06,2018-06-29,09:15:06,SENSORS,,,,,,,,,,,27,268,698,430,468,31,-2,1037,
171010,2018-06-29 09:15:07,2018-06-29,09:15:07,GPS,8,4136,98,0,1.3,44.80151,1.611743,272,0,336,27,269,703,434,465,26,-8,1043,
171010,2018-06-29 09:15:07,2018-06-29,09:15:07,SENSORS,,,,,,,,,,,27,270,697,433,460,31,-18,1041,
171010,2018-06-29 09:15:08,2018-06-29,09:15:08,GPS,8,4133,97,0,1.3,44.80151,1.611743,272,0,13,27,267,704,433,454,41,-8,1033,
171010,2018-06-29 09:15:08,2018-06-29,09:15:08,SENSORS,,,,,,,,,,,27,268,701,428,461,47,-9,1036,
171010,2018-06-29 09:15:09,2018-06-29,09:15:09,GPS,8,4133,97,0,1.3,44.80151,1.611743,272,0,317,27,269,703,429,458,23,-4,1022,
171010,2018-06-29 09:15:09,2018-06-29,09:15:09,SENSORS,,,,,,,,,,,27,270,702,429,459,47,-3,1044,
171010,2018-06-29 09:15:10,2018-06-29,09:15:10,GPS,10,4139,98,1,1.1,44.80151,1.611743,272,0,0,27,267,699,428,457,34,-15,1035,
171010,2018-06-29 09:15:10,2018-06-29,09:15:10,SENSORS,,,,,,,,,,,27,268,698,427,456,31,-10,1041,
171010,2018-06-29 09:15:11,2018-06-29,09:15:11,GPS,9,4133,97,0,1.2,44.80151,1.611743,272,0,290,27,267,698,427,453,38,-19,1033,
171010,2018-06-29 09:15:11,2018-06-29,09:15:11,SENSORS,,,,,,,,,,,27,268,697,432,466,47,-14,1031,
171010,2018-06-29 09:15:12,2018-06-29,09:15:12,GPS,9,4142,99,0,1.2,44.80151,1.611742,272,0,358,27,268,696,434,463,31,-7,1020,
171010,2018-06-29 09:15:12,2018-06-29,09:15:12,SENSORS,,,,,,,,,,,27,269,700,432,462,31,-1,1032,
171010,2018-06-29 09:15:13,2018-06-29,09:15:13,GPS,9,4136,98,1,1.2,44.80151,1.611742,272,0,151,27,268,701,430,461,31,-7,1049,
171010,2018-06-29 09:15:13,2018-06-29,09:15:13,SENSORS,,,,,,,,,,,27,269,697,432,465,30,1,1034,
171010,2018-06-29 09:15:14,2018-06-29,09:15:14,GPS,9,4139,98,0,1.2,44.80151,1.611742,272,0,221,27,267,695,432,458,34,-10,1035,
171010,2018-06-29 09:15:14,2018-06-29,09:15:14,SENSORS,,,,,,,,,,,27,268,698,429,463,31,-12,1041,
171010,2018-06-29 09:15:15,2018-06-29,09:15:15,GPS,9,4133,97,1,1.2,44.801506,1.611742,272,0,7,27,267,698,433,459,33,-7,1036,
171010,2018-06-29 09:15:15,2018-06-29,09:15:15,SENSORS,,,,,,,,,,,27,268,696,431,459,31,-15,1045,
171010,2018-06-29 09:15:16,2018-06-29,09:15:16,GPS,9,4142,99,1,1.2,44.801506,1.611743,272,0,57,27,269,698,429,454,38,-14,1037,
171010,2018-06-29 09:15:16,2018-06-29,09:15:16,SENSORS,,,,,,,,,,,27,270,700,428,459,47,-8,1037,
171010,2018-06-29 09:15:17,2018-06-29,09:15:17,GPS,9,4139,98,1,1.2,44.801506,1.611743,272,0,126,27,268,698,424,456,34,-17,1038,
171010,2018-06-29 09:15:17,2018-06-29,09:15:17,SENSORS,,,,,,,,,,,27,269,700,426,459,31,-9,1036,
171010,2018-06-29 09:15:18,2018-06-29,09:15:18,GPS,9,4139,98,1,1.2,44.801506,1.611743,272,0,345,27,269,700,424,454,34,-15,1043,
171010,2018-06-29 09:15:18,2018-06-29,09:15:18,SENSORS,,,,,,,,,,,27,270,701,427,454,47,-1,1042,
171010,2018-06-29 09:15:19,2018-06-29,09:15:19,GPS,9,4139,98,1,1.2,44.801506,1.611743,272,0,305,27,268,697,430,457,33,-5,1042,
