27/06/2018	00:00:30.00000	0.00	-0.44	-0.69
27/06/2018	00:00:30.04000	0.06	-0.63	-0.69
27/06/2018	00:00:30.08000	0.06	-0.75	-0.69
27/06/2018	00:00:30.12000	0.06	-0.75	-0.69
27/06/2018	00:00:30.16000	0.06	-0.81	-0.69
27/06/2018	00:00:30.20000	0.06	-0.81	-0.69
27/06/2018	00:00:30.24000	0.06	-0.81	-0.69
27/06/2018	00:00:30.28000	0.06	-0.81	-0.69
27/06/2018	00:00:30.32000	0.06	-0.81	-0.69
27/06/2018	00:00:30.36000	0.06	-0.81	-0.69
27/06/2018	00:00:30.40000	0.06	-0.81	-0.69
27/06/2018	00:00:30.44000	0.06	-0.81	-0.69
27/06/2018	00:00:30.48000	0.06	-0.81	-0.69
27/06/2018	00:00:30.52000	0.06	-0.81	-0.69
27/06/2018	00:00:30.56000	0.06	-0.81	-0.69
27/06/2018	00:00:30.60000	0.06	-0.81	-0.69
27/06/2018	00:00:30.64000	0.06	-0.81	-0.69
27/06/2018	00:00:30.68000	0.06	-0.81	-0.69
27/06/2018	00:00:30.72000	0.06	-0.81	-0.69
27/06/2018	00:00:30.76000	0.06	-0.81	-0.69
27/06/2018	00:00:30.80000	0.06	-0.81	-0.69
27/06/2018	00:00:30.84000	0.06	-0.81	-0.69
27/06/2018	00:00:30.88000	0.06	-0.81	-0.69
27/06/2018	00:00:30.92000	0.06	-0.81	-0.69
27/06/2018	00:00:30.96000	0.06	-0.81	-0.69
27/06/2018	00:00:31.00000	0.06	-0.81	-0.69
27/06/2018	00:00:31.04000	0.06	-0.81	-0.69
27/06/2018	00:00:31.08000	0.06	-0.81	-0.69
27/06/2018	00:00:31.12000	0.06	-0.81	-0.69
27/06/2018	00:00:31.16000	0.06	-0.81	-0.69
27/06/2018	00:00:31.20000	0.06	-0.81	-0.69
27/06/2018	00:00:31.24000	0.06	-0.81	-0.69
27/06/2018	00:00:31.28000	0.06	-0.81	-0.69
27/06/2018	00:00:31.32000	0.06	-0.81	-0.69
27/06/2018	00:00:31.36000	0.06	-0.81	-0.69
27/06/2018	00:00:31.40000	0.06	-0.81	-0.69
27/06/2018	00:00:31.44000	0.06	-0.81	-0.69
27/06/2018	00:00:31.48000	0.06	-0.81	-0.69
27/06/2018	00:00:31.52000	0.06	-0.81	-0.69
27/06/2018	00:00:31.56000	0.06	-0.81	-0.69
27/06/2018	00:00:31.60000	0.06	-0.81	-0.69
27/06/2018	00:00:31.64000	0.06	-0.81	-0.69
27/06/2018	00:00:31.68000	0.06	-0.81	-0.69
27/06/2018	00:00:31.72000	0.06	-0.81	-0.69
27/06/2018	00:00:31.76000	0.06	-0.81	-0.69
27/06/2018	00:00:31.80000	0.06	-0.81	-0.75
27/06/2018	00:00:31.84000	0.06	-0.81	-0.69
27/06/2018	00:00:31.88000	0.06	-0.81	-0.75
27/06/2018	00:00:31.92000	0.06	-0.81	-0.69
27/06/2018	00:00:31.96000	0.06	-0.81	-0.63
27/06/2018	00:00:32.00000	0.06	-0.81	-0.69
27/06/2018	00:00:32.04000	0.06	-0.81	-0.69
27/06/2018	00:00:32.08000	0.06	-0.81	-0.69
27/06/2018	00:00:32.12000	0.06	-0.81	-0.69
27/06/2018	00:00:32.16000	0.06	-0.81	-0.69
27/06/2018	00:00:32.20000	0.06	-0.81	-0.69
27/06/2018	00:00:32.24000	0.06	-0.81	-0.69
27/06/2018	00:00:32.28000	0.06	-0.81	-0.69
27/06/2018	00:00:32.32000	0.06	-0.81	-0.69
27/06/2018	00:00:32.36000	0.06	-0.81	-0.69
27/06/2018	00:00:32.40000	0.06	-0.81	-0.69
27/06/2018	00:00:32.44000	0.06	-0.81	-0.69
27/06/2018	00:00:32.48000	0.06	-0.81	-0.69
27/06/2018	00:00:32.52000	0.06	-0.81	-0.69
27/06/2018	00:00:32.56000	0.06	-0.81	-0.69
27/06/2018	00:00:32.60000	0.06	-0.81	-0.69
27/06/2018	00:00:32.64000	0.06	-0.81	-0.69
27/06/2018	00:00:32.68000	0.06	-0.81	-0.69
27/06/2018	00:00:32.72000	0.06	-0.81	-0.69
27/06/2018	00:00:32.76000	0.06	-0.81	-0.69
